name,city,locality,cuisines,cost,Currency,rating,votes,primary_cuisine,cost_category
Tsing Tsao South,Des Moines,Greater South Side,chinese,10,Dollar($),4.1,218,chinese,low
Bandit Burrito,Des Moines,Johnston,"breakfast, mexican, southwestern",10,Dollar($),4.0,214,breakfast,low
Jethro's BBQ,Des Moines,Kingman Place Historic District,"american, bbq",25,Dollar($),4.3,699,american,low
The Machine Shed Restaurant,Des Moines,Urbandale,"american, breakfast",25,Dollar($),3.8,308,american,low
Mi Patria,Des Moines,West Des Moines,latin american,25,Dollar($),4.0,157,latin american,low
Waterfront Seafood Market,Des Moines,West Des Moines,"seafood, sushi",40,Dollar($),4.2,530,seafood,low
The Giggling Goat,Dicky Beach,Dicky Beach,"coffee and tea, tea, modern australian",7,Dollar($),3.6,29,coffee and tea,low
Burnt Toast Cafe,Dubuque,Dubuque,breakfast,10,Dollar($),3.4,33,breakfast,low
Catfish Charlie's,Dubuque,Dubuque,seafood,25,Dollar($),3.3,40,seafood,low
Salsa's Mexican Restaurant,Dubuque,Dubuque,mexican,10,Dollar($),3.4,153,mexican,low
Tony Roma's,Dubuque,Dubuque,"american, bbq, seafood",25,Dollar($),3.3,65,american,low
Vinny Vanucchi's,Dubuque,Dubuque,italian,25,Dollar($),3.4,58,italian,low
Champps Americana,Dubuque,Dubuque,"american, burger, sandwich",25,Dollar($),3.5,100,american,low
Fiesta Cancun,Dubuque,Dubuque,mexican,10,Dollar($),3.6,156,mexican,low
Happy Joe's Pizza & Ice Cream,Dubuque,Dubuque,"desserts, pizza, ice cream",0,Dollar($),3.5,74,desserts,low
Houlihan's,Dubuque,Dubuque,"american, burger",25,Dollar($),3.6,117,american,low
Ichiban Hibachi Steakhouse & Sushi Bar,Dubuque,Dubuque,"japanese, steak, sushi",40,Dollar($),3.7,83,japanese,low
Kalmes Breaktime Bar & Grill,Dubuque,Dubuque,"american, burger",25,Dollar($),3.6,48,american,low
L. May Eatery,Dubuque,Dubuque,"international, pizza",40,Dollar($),3.8,198,international,low
Los Aztecas,Dubuque,Dubuque,mexican,10,Dollar($),3.5,126,mexican,low
Manna Java World Cafe,Dubuque,Dubuque,"breakfast, pizza",10,Dollar($),3.5,119,breakfast,low
Mario's Italian Restaurant,Dubuque,Dubuque,"american, italian",25,Dollar($),3.6,140,american,low
Pepper Sprout Incorporated,Dubuque,Dubuque,american,40,Dollar($),3.6,159,american,low
Shot Tower Inn,Dubuque,Dubuque,"italian, pizza",25,Dollar($),3.6,131,italian,low
Sunshine Family Restaurant,Dubuque,Dubuque,"american, breakfast, burger",10,Dollar($),3.5,60,american,low
Watershed Cafe,Dubuque,Dubuque,"american, burger, pizza, cafe",25,Dollar($),3.7,89,american,low
Woodfire Grille,Dubuque,Dubuque,"american, seafood, steak",70,Dollar($),3.6,72,american,low
The Belle General,East Ballina,East Ballina,cafe,20,Dollar($),4.1,56,cafe,low
Jehova es Mi Pastor Tacos y Burritos,Fernley,Fernley,mexican,10,Dollar($),3.7,83,mexican,low
Flaxton Gardens,Flaxton,Flaxton,"tea, modern australian",30,Dollar($),3.5,37,tea,low
Bespoke Harvest,Forrest,Forrest,"cafe, australian",20,Dollar($),3.7,29,cafe,low
Houndstooth Grill & Tavern,Gainesville,Braselton,"american, sandwich, seafood",25,Dollar($),4.4,239,american,low
Hawg Wild BBQ & Catfish House,Gainesville,Clarkesville,"bbq, burger, seafood",10,Dollar($),4.1,235,bbq,low
Bourbon Street Grille,Gainesville,Dahlonega,"american, burger, cajun",25,Dollar($),3.8,88,american,low
Smokin Gold BBQ,Gainesville,Dahlonega,bbq,10,Dollar($),3.9,133,bbq,low
Hoka-Hoka Japanese Steak & Sushi,Gainesville,Dahlonega,"chinese, japanese, thai",10,Dollar($),4.4,267,chinese,low
Shenanigan's Irish Pub,Gainesville,Dahlonega,"bar food, seafood, vegetarian",25,Dollar($),4.1,171,bar food,low
Fish Tales Lakeside Grille,Gainesville,Flowery Branch,seafood,25,Dollar($),3.8,107,seafood,low
Antebellum,Gainesville,Flowery Branch,"american, southern",40,Dollar($),4.3,164,american,low
Moonie's Texas Barbecue,Gainesville,Flowery Branch,"bbq, sandwich",10,Dollar($),4.1,182,bbq,low
Atlanta Highway Seafood Market,Gainesville,Gainesville,"sandwich, seafood, cajun",25,Dollar($),4.9,681,sandwich,low
Eat at Thai,Gainesville,Gainesville,thai,10,Dollar($),4.6,357,thai,low
Smoke House BBQ and Catering,Gainesville,Gainesville,bbq,25,Dollar($),3.8,89,bbq,low
2 Dog,Gainesville,Gainesville,"american, european, sandwich",25,Dollar($),4.2,350,american,low
Longstreet Cafe,Gainesville,Gainesville,southern,10,Dollar($),4.3,298,southern,low
Re-Cess,Gainesville,Gainesville,"american, southern",25,Dollar($),4.2,319,american,low
Bodensee,Gainesville,Helen,german,40,Dollar($),3.8,114,german,low
Hofer's Bakery & Cafe,Gainesville,Helen,"german, ice cream",10,Dollar($),3.9,136,german,low
Troll Tavern,Gainesville,Helen,"burger, german, sandwich",25,Dollar($),2.2,108,burger,low
The Nacoochee Village Tavern & Pizzeria,Gainesville,Helen,"italian, pizza, sandwich",10,Dollar($),4.0,161,italian,low
Blue Bean Love Cafe,Hepburn Springs,Hepburn Springs,"cafe, coffee and tea, modern australian",20,Dollar($),3.8,192,cafe,low
La Trattoria of Lavandula,Hepburn Springs,Hepburn Springs,"italian, fusion, cafe",7,Dollar($),3.8,93,italian,low
5 Little Pigs,Huskisson,Huskisson,"breakfast, modern australian",20,Dollar($),4.1,40,breakfast,low
Beach Box Cafe,Inverloch,Inverloch,"burger, coffee and tea, modern australian",7,Dollar($),3.7,100,burger,low
Funkey Monkey,Lakes Entrance,Lakes Entrance,"breakfast, coffee and tea",7,Dollar($),3.8,97,breakfast,low
Burger Queen Drive In,Lakeview,Lakeview,"burger, desserts, sandwich",10,Dollar($),3.6,41,burger,low
Blue Orchid Thai Restaurant,Lincoln,Haymarket,thai,25,Dollar($),4.5,799,thai,low
Stillwater on Belmore,Lorn,Lorn,"breakfast, coffee and tea",20,Dollar($),3.6,18,breakfast,low
Mr.,Macedon,Macedon,cafe,20,Dollar($),3.5,31,cafe,low
Emilio's Cuban Cafe,Macon,Bonaire,"coffee and tea, cuban, latin american",25,Dollar($),3.9,146,coffee and tea,low
Ingleside Village Pizza,Macon,Macon,"pizza, sandwich",10,Dollar($),4.9,478,pizza,low
Jim Shaw's Seafood Grill & Bar,Macon,Macon,seafood,25,Dollar($),4.6,467,seafood,low
Mandarin Chinese Restaurant,Macon,Macon,"chinese, thai",25,Dollar($),4.5,302,chinese,low
Rookery,Macon,Macon,"burger, desserts, bar food",25,Dollar($),4.5,289,burger,low
Bonefish Grill,Macon,Macon,"american, seafood",40,Dollar($),4.1,293,american,low
Downtown Grill,Macon,Macon,steak,70,Dollar($),4.0,195,steak,low
Greek Corner Deli,Macon,Macon,"desserts, greek, sandwich",10,Dollar($),4.3,244,desserts,low
Natalia's,Macon,Macon,"european, italian, mediterranean",70,Dollar($),4.2,379,european,low
Papouli's Mediterranean Cafe & Market,Macon,Macon,"greek, mediterranean, vegetarian",10,Dollar($),4.2,223,greek,low
Benson's Steak and Sushi,Macon,Warner Robins,"american, chinese, sushi",25,Dollar($),3.7,243,american,low
My Fathers Place,Macon,Warner Robins,italian,25,Dollar($),3.7,104,italian,low
Sushi Thai Restaurant,Macon,Warner Robins,"japanese, sushi, thai",10,Dollar($),3.7,153,japanese,low
The Mellow Mushroom,Macon,Warner Robins,"pizza, sandwich, vegetarian",25,Dollar($),3.8,323,pizza,low
El Jalisciense Mexican Restaurant,Macon,Warner Robins,mexican,10,Dollar($),4.1,181,mexican,low
Greek Village,Macon,Warner Robins,"american, greek, seafood",25,Dollar($),4.0,316,american,low
Martin's BBQ,Macon,Warner Robins,bbq,25,Dollar($),4.2,288,bbq,low
Thai Pepper,Macon,Warner Robins,"japanese, sushi, thai",10,Dollar($),4.0,232,japanese,low
Zen Japanese Steakhouse and Sushi Bar,Macon,Warner Robins,"japanese, steak, sushi",40,Dollar($),4.1,314,japanese,low
Star Buffet,Mayfield,Mayfield,asian,20,Dollar($),2.9,11,asian,low
Triangle Restaurant,Mc Millan,Mc Millan,"breakfast, burger",10,Dollar($),2.4,17,breakfast,low
Three Anchors,Middleton Beach,Middleton Beach,"bar food, modern australian",30,Dollar($),3.8,176,bar food,low
Vince's Restaurant & Pizzeria,Monroe,Monroe,"italian, pizza",25,Dollar($),3.6,65,italian,low
Poets Cafe,Montville,Montville,"coffee and tea, modern australian",30,Dollar($),2.4,193,coffee and tea,low
The Artesian Restaurant,Ojo Caliente,Ojo Caliente,"american, international, southwestern",40,Dollar($),3.6,30,american,low
Ceví_che Tapas Bar & Restaurant,Orlando,Church Street District,"spanish, tapas",40,Dollar($),4.4,981,spanish,low
'Ohana,Orlando,Disney World Area,hawaiian,45,Dollar($),4.5,1151,hawaiian,low
Earl of Sandwich,Orlando,Disney: Downtown Disney,"american, sandwich, salad",35,Dollar($),4.7,1341,american,low
Raglan Road Irish Pub and Restaurant,Orlando,Disney: Downtown Disney,irish,50,Dollar($),4.3,782,irish,low
Cafí© Tu Tu Tango,Orlando,I-Drive/Universal,"new american, tapas",40,Dollar($),4.6,1293,new american,low
Texas de Brazil,Orlando,I-Drive/Universal,"brazilian, steak",100,Dollar($),4.6,2324,brazilian,low
Bahama Breeze Island Grille,Orlando,I-Drive/Universal,caribbean,45,Dollar($),4.3,910,caribbean,low
Maggiano's Little Italy,Orlando,I-Drive/Universal,italian,50,Dollar($),4.4,886,italian,low
Hawkers Asian Street Fare,Orlando,Mills 50,"asian, thai",35,Dollar($),4.6,1293,asian,low
Tako Cheena by Pom Pom,Orlando,Mills 50,"asian, latin american, vegetarian",10,Dollar($),4.4,570,asian,low
Seasons 52 Fresh Grill,Orlando,Restaurant Row,american,60,Dollar($),4.4,1685,american,low
Hollerbach's Willow Tree Cafí©,Orlando,Sanford,german,40,Dollar($),4.8,1699,german,low
Pom Pom's Teahouse and Sandwicheria,Orlando,The Milk District,"american, sandwich, tea",25,Dollar($),4.9,1457,american,low
Yellow Dog Eats,Orlando,Windermere,"american, bbq, sandwich",35,Dollar($),4.9,1252,american,low
Tibby's New Orleans Kitchen,Orlando,Winter Park,cajun,25,Dollar($),4.7,1412,cajun,low
The Coop,Orlando,Winter Park,"southern, cajun, soul food",25,Dollar($),3.6,432,southern,low
Bosphorous Turkish Cuisine,Orlando,Winter Park,"mediterranean, turkish",40,Dollar($),4.2,568,mediterranean,low
Ethos Vegan Kitchen,Orlando,Winter Park,"american, breakfast, vegetarian",25,Dollar($),4.4,797,american,low
The Ravenous Pig,Orlando,Winter Park,pub food,40,Dollar($),4.4,1998,pub food,low
Vivo Bar and Grill,Palm Cove,Palm Cove,"mediterranean, seafood",30,Dollar($),4.4,381,mediterranean,low
Pier 70,Paynesville,Paynesville,modern australian,120,Dollar($),2.6,16,modern australian,low
DiVine,Penola,Penola,"cafe, coffee and tea, sandwich",20,Dollar($),3.4,19,cafe,low
Cactus Flower Cafe Navarre,Pensacola,Navarre,"mexican, southwestern, tex-mex",25,Dollar($),4.2,635,mexican,low
McGuire's Irish Pub & Brewery,Pensacola,Pensacola,"burger, bar food, steak",40,Dollar($),4.9,2238,burger,low
New Yorker Deli & Pizzeria,Pensacola,Pensacola,"italian, pizza, sandwich",10,Dollar($),4.6,792,italian,low
Tu-Do Vietnamese Restaurant,Pensacola,Pensacola,"asian, vietnamese",10,Dollar($),4.5,828,asian,low
Carrabba's Italian Grill,Pensacola,Pensacola,"italian, pizza, seafood",40,Dollar($),3.7,292,italian,low
Jaco's Bayfront Bar and Grille,Pensacola,Pensacola,tapas,25,Dollar($),3.9,502,tapas,low
The Tin Cow,Pensacola,Pensacola,"burger, bar food",25,Dollar($),3.7,559,burger,low
Cactus Flower Cafe,Pensacola,Pensacola,"latin american, mexican, southwestern",25,Dollar($),4.2,1268,latin american,low
Dharma Blue,Pensacola,Pensacola,"seafood, sushi",40,Dollar($),4.1,669,seafood,low
Global Grill,Pensacola,Pensacola,"european, international, tapas",40,Dollar($),4.4,900,european,low
Ichiban,Pensacola,Pensacola,"japanese, sushi",25,Dollar($),4.3,765,japanese,low
The Fish House,Pensacola,Pensacola,"american, seafood, sushi",40,Dollar($),4.0,1270,american,low
Tuscan Oven,Pensacola,Pensacola,"italian, mediterranean, pizza",25,Dollar($),4.1,502,italian,low
Flounders Chowder House,Pensacola,Pensacola Beach,seafood,40,Dollar($),3.9,724,seafood,low
Hemingway's Island Grill,Pensacola,Pensacola Beach,"caribbean, seafood, steak",40,Dollar($),3.5,479,caribbean,low
Native Cafe,Pensacola,Pensacola Beach,"breakfast, burger",25,Dollar($),4.2,591,breakfast,low
Peg Leg Pete's,Pensacola,Pensacola Beach,"burger, sandwich, seafood",40,Dollar($),4.4,1408,burger,low
The Grand Marlin,Pensacola,Pensacola Beach,"caribbean, seafood",40,Dollar($),4.3,905,caribbean,low
Original Georgios Authentic Greek Food,Pensacola,Perdido Key,greek,10,Dollar($),4.7,816,greek,low
Fisherman's Corner,Pensacola,Perdido Key,"sandwich, seafood, cajun",40,Dollar($),4.4,747,sandwich,low
Mad Cowes Cafe,Phillip Island,Phillip Island,"breakfast, coffee and tea, modern australian",20,Dollar($),3.7,351,breakfast,low
Rupes Burgers,Pocatello,Blackfoot,"burger, fast food",10,Dollar($),3.7,104,burger,low
Texas Roadhouse,Pocatello,Chubbuck,"american, bbq, steak",45,Dollar($),3.5,83,american,low
Riverwalk Cafe,Pocatello,Lava Hot Springs,"asian, thai",10,Dollar($),3.6,91,asian,low
Royal Hotel,Pocatello,Lava Hot Springs,"pizza, bar food",0,Dollar($),3.6,59,pizza,low
Buddy's Italian Restaurant,Pocatello,Pocatello,"italian, pizza, sandwich",40,Dollar($),3.7,222,italian,low
Butterburrs,Pocatello,Pocatello,"american, breakfast",30,Dollar($),3.6,121,american,low
Chang Garden,Pocatello,Pocatello,chinese,10,Dollar($),3.5,93,chinese,low
Fifth Street Bagelry,Pocatello,Pocatello,"coffee and tea, sandwich",10,Dollar($),3.8,136,coffee and tea,low
Goody's Deli,Pocatello,Pocatello,"pizza, sandwich",10,Dollar($),3.8,160,pizza,low
Grecian Key Restaurant,Pocatello,Pocatello,"american, greek",25,Dollar($),3.7,152,american,low
Outer Limits Fun Zone,Pocatello,Pocatello,"burger, pizza, sandwich",10,Dollar($),3.5,57,burger,low
Portneuf Valley Brewing,Pocatello,Pocatello,"american, pizza",25,Dollar($),3.7,191,american,low
Sandpiper Restaurant & Lounge,Pocatello,Pocatello,"american, seafood, steak",40,Dollar($),3.6,85,american,low
Senor Iguanas,Pocatello,Pocatello,mexican,0,Dollar($),3.6,108,mexican,low
Sushi Family,Pocatello,Pocatello,"asian, sushi, vegetarian",25,Dollar($),3.6,132,asian,low
Taste of India Nepal,Pocatello,Pocatello,"indian, international, vegetarian",25,Dollar($),3.8,141,indian,low
Thai Paradise,Pocatello,Pocatello,"desserts, thai",25,Dollar($),3.7,162,desserts,low
The Bridge,Pocatello,Pocatello,new american,40,Dollar($),3.6,144,new american,low
Nosh Mahal,Pocatello,Pocatello,"indian, persian",25,Dollar($),0.0,1,indian,low
El Herradero,Pocatello,Pocatello,mexican,10,Dollar($),4.1,365,mexican,low
Barrett Junction Cafe,Potrero,Potrero,"american, bbq, burger",25,Dollar($),3.3,9,american,low
Blue Point Grill,Princeton,Princeton,seafood,70,Dollar($),4.0,542,seafood,low
Giovanni's Shrimp Truck,Rest of Hawaii,Kahuku,seafood,25,Dollar($),4.5,691,seafood,low
Kona Brewing Company,Rest of Hawaii,Kailua Kona,"american, pizza, bar food",35,Dollar($),4.7,764,american,low
Coconuts Fish Cafe,Rest of Hawaii,Kihei,seafood,30,Dollar($),4.5,487,seafood,low
Kihei Caffe,Rest of Hawaii,Kihei,"american, hawaiian",10,Dollar($),4.5,695,american,low
Monkeypod Kitchen by Merriman,Rest of Hawaii,Kihei,burger,40,Dollar($),4.2,485,burger,low
Sansei Seafood Restaurant & Sushi Bar,Rest of Hawaii,Kihei,"japanese, seafood, sushi",40,Dollar($),4.2,807,japanese,low
Star Noodle,Rest of Hawaii,Lahaina,asian,10,Dollar($),4.6,723,asian,low
Aloha Mixed Plate,Rest of Hawaii,Lahaina,"asian, breakfast, hawaiian",10,Dollar($),4.2,874,asian,low
Gazebo,Rest of Hawaii,Lahaina,"breakfast, burger",25,Dollar($),4.4,552,breakfast,low
Hula Grill,Rest of Hawaii,Lahaina,"hawaiian, seafood, steak",40,Dollar($),4.3,1056,hawaiian,low
Kimo's,Rest of Hawaii,Lahaina,"hawaiian, seafood, steak",40,Dollar($),4.3,707,hawaiian,low
Mama's Fish House,Rest of Hawaii,Paia,"hawaiian, seafood",70,Dollar($),4.9,1343,hawaiian,low
Marukame Udon,Rest of Hawaii,Waikiki,japanese,10,Dollar($),4.9,602,japanese,low
Yard House,Rest of Hawaii,Waikiki,"american, asian, burger",40,Dollar($),4.6,1078,american,low
Lulu's Waikiki,Rest of Hawaii,Waikiki,american,25,Dollar($),3.9,232,american,low
Duke's Waikiki,Rest of Hawaii,Waikiki,"hawaiian, seafood, steak",70,Dollar($),4.4,1492,hawaiian,low
Eggs 'n Things,Rest of Hawaii,Waikiki,breakfast,10,Dollar($),4.0,535,breakfast,low
Roy's,Rest of Hawaii,Waikiki,"asian, european, seafood",70,Dollar($),4.2,531,asian,low
Wailana Coffee House,Rest of Hawaii,Waikiki,"american, breakfast, hawaiian",25,Dollar($),4.2,694,american,low
The Lady & Sons,Savannah,Savannah,southern,40,Dollar($),3.3,1201,southern,low
Green Truck Pub,Savannah,Savannah,burger,40,Dollar($),4.7,906,burger,low
Leopold's Ice Cream,Savannah,Savannah,"desserts, sandwich, ice cream",10,Dollar($),4.6,880,desserts,low
Mrs. Wilkes' Dining Room,Savannah,Savannah,"american, southern",40,Dollar($),4.5,1014,american,low
Zunzi's,Savannah,Savannah,"international, mediterranean, sandwich",25,Dollar($),4.5,796,international,low
Moon River Brewing Company,Savannah,Savannah,"american, bar food, sandwich",25,Dollar($),3.7,747,american,low
Pirates' House Restaurant,Savannah,Savannah,"american, seafood, steak",40,Dollar($),3.8,566,american,low
B. Matthew's Eatery,Savannah,Savannah,"american, breakfast",25,Dollar($),4.1,683,american,low
Crystal Beer Parlor,Savannah,Savannah,"american, bar food",25,Dollar($),4.4,690,american,low
Goose Feathers Cafe and Bakery,Savannah,Savannah,"breakfast, vegetarian",10,Dollar($),4.2,680,breakfast,low
Henry's,Savannah,Savannah,"american, breakfast",10,Dollar($),4.1,287,american,low
Huey's On The River,Savannah,Savannah,"breakfast, cajun",40,Dollar($),4.1,802,breakfast,low
J. Christopher's,Savannah,Savannah,"breakfast, diner, sandwich",25,Dollar($),4.3,710,breakfast,low
Lulu's Chocolate Bar,Savannah,Savannah,"coffee and tea, desserts",10,Dollar($),4.3,456,coffee and tea,low
Rocks on the River,Savannah,Savannah,"pizza, seafood, steak",70,Dollar($),4.0,687,pizza,low
SOHO South Cafe,Savannah,Savannah,"cafe, sandwich, southern",25,Dollar($),4.3,719,cafe,low
The Olde Pink House,Savannah,Savannah,"american, seafood, southern",70,Dollar($),4.4,1803,american,low
Vic's On The River,Savannah,Savannah,american,70,Dollar($),4.1,558,american,low
The Crab Shack,Savannah,Tybee Island,seafood,40,Dollar($),3.8,883,seafood,low
Sky On 57,Singapore,"Bayfront Avenue, Downtown Core","chinese, continental, singaporean",300,Dollar($),3.4,34,chinese,medium
Cut By Wolfgang Puck,Singapore,"Bayfront Subzone, Downtown Core","american, steak",270,Dollar($),4.0,33,american,low
Restaurant Andre,Singapore,"Cantonment Road, Outram","french, mediterranean, european",500,Dollar($),3.8,33,french,medium
Potato Head Folk,Singapore,"Chinatown, Outram",american,80,Dollar($),3.1,34,american,low
Jaan,Singapore,"City Hall, Downtown Core",french,430,Dollar($),3.8,35,french,medium
Rhubarb Le Restaurant,Singapore,"Duxton Hill, Outram",french,315,Dollar($),3.9,33,french,medium
Al'frank Cookies,Singapore,"Haji Lane, Rochor",bakery,20,Dollar($),4.2,29,bakery,low
Fratini La Trattoria,Singapore,"Hillcrest, Bukit Timah",italian,100,Dollar($),4.1,35,italian,low
Boufe Boutique Cafe,Singapore,"Kay Siang Road, Tanglin","italian, french, bakery, cafe",50,Dollar($),3.2,29,italian,low
The Refinery Singapore,Singapore,"Lavender, Kallang","american, japanese, singaporean",80,Dollar($),3.2,30,american,low
Chye Seng Huat Hardware,Singapore,"Lavender, Kallang",cafe,40,Dollar($),3.7,33,cafe,low
Makansutra Gluttons Bay,Singapore,"Marina Centre, Downtown Core","singaporean, chinese, seafood, malay, indian",30,Dollar($),3.0,25,singaporean,low
Colony,Singapore,"Marina Centre, Downtown Core","asian, continental, seafood",220,Dollar($),3.8,30,asian,low
Summer Pavilion,Singapore,"Marina Centre, Downtown Core","chinese, seafood, cantonese, dim sum",300,Dollar($),3.9,34,chinese,medium
The Lokal,Singapore,"Neil Road, Outram","singaporean, australian, german",60,Dollar($),3.1,33,singaporean,low
I Am,Singapore,"North Bridge Road, Rochor","western, fusion, fast food",60,Dollar($),3.2,32,western,low
Super Loco,Singapore,"Robertson Quay, Singapore River","american, mexican",95,Dollar($),3.2,30,american,low
Artistry,Singapore,"Sungai Pinang, Rochor","american, bakery, european, burger, fusion",50,Dollar($),3.8,28,american,low
Bitters & Love,Singapore,"Telok Ayer Street, Outram",finger food,40,Dollar($),3.9,35,finger food,low
Artichoke Cafe,Singapore,"Victoria, Rochor","cafe, spanish, turkish, greek",75,Dollar($),3.2,33,cafe,low
Archie's Waeside,Sioux City,Le Mars,"burger, seafood, steak",40,Dollar($),3.7,100,burger,low
Bob Roe's Pizza,Sioux City,Sioux City,"american, pizza, bar food",10,Dollar($),3.6,92,american,low
Da Kao Restaurant,Sioux City,Sioux City,"asian, vegetarian, vietnamese",10,Dollar($),3.8,182,asian,low
